,, - MARKET VALUE, - DIVIDEND YIELD, - PER, - PRICE INDEX, - 12M FWD DIVIDEND YIELD (%), - 12 MONTH FORWARD EARN. YIELD, - CURRENT EV / 12M FWD EBIT, - CURRENT EV / 12M FWD EBITDA, - CURRENT EV / 12M FWD SALES,#ERROR, - 12M FWD NET DEBT / EBITDA, - 12M FWD NET DEBT / EV, - 12M FWD PE vs MARKET, - 12M FWD PE vs SECTOR, - 12M FWD PRICE/BOOK, - ADJUSTMENTFACTOR, - ADJUST COEFFICIENT, - DIV PAY DATE, - EX-DIVID DATE, - DIV.PER SHR., - DIV RATE UNADJUST, - DIVIDEND TAX IND, - DIVIDEND TYPE, - DIV RATE UNADJUST, - EARNINGS PER SHR,#ERROR, - HISTORICAL VOLATILITY 5 YEARS, - MARKET VAL BY CO.,#ERROR, - ASK PRICE, - BID PRICE, - PRICE HIGH, - PRICE LOW,#ERROR, - OPENING PRICE, - RETURN IND AS PAID, - TOT RETURN IND, - TURNOVER BY VALUE, - TURNOVER BY VOLUME, - UNADJ. PRICE OPEN, - UNADJUSTED PRICE, - UNADJ. ASK PRICE, - UNADJ. BID PRICE, - UNADJ. PRICE HIGH, - UNADJ. PRICE LOW, - UNADJ. VOLUME, - VOL WGHTD AV PRICE, - BK VAL PS 12M FWD, - EV 12M FWD, - NET INCOME 12M FWD, - PRETAX PRF 12M FWD, - ROE 12M FWD, - SALES 12M FWD, -  - TURNOVER BY VOLUME,#ERROR,#ERROR, - PRICE/EBG2 RATIO, - PRICE/EBG1 RATIO, - P/CSH FLOW RATIO, - PRICE TO BOOK VAL, - , -  (#S), -  (#T), - NUMBER OF SHARES, -  - MARKET VALUE, - PRICE INDEX, - FREE FLOAT NOSH,#ERROR, - TOTAL INTANGIBLE OT ASSETS-NET, - TOTAL INVENTORIES, - CURRENT ASSETS - TOTAL, - TOTAL INVENTORIES, - CASH & SHORT TERM INVESTMENTS, CORP - RECEIVABLES(NET),#ERROR, CORP - SHORT TERM DEBT & CURRENT PORT, CORP - CURRENT LIABILITIES-TOTAL, CORP - WORKING CAPITAL, CORP - LONG TERM DEBT, CORP - TOTAL DEBT, CORP - DEFERRED TAXES,#ERROR, CORP - COMMON STOCK, CORP - PREFERRED STOCK, CORP - TOTAL CAPITAL, CORP - FUNDS FROM OPERATIONS, CORP - NET CASH FLOW-OPERATING ACTIVS, CORP - AMORTIZATION-INTANGIBLE ASSETS,#ERROR, CORP - COMMON DIVIDENDS (CASH), CORP - CASH DIVIDENDS PAID - TOTAL, CORP - NET PROCEEDS FROM SALE/ISSUE C, CORP - NET CASH FLOW - FINANCING, CORP - INCREASE/DECREASE IN CASH/SHOR, CORP - NET SALES OR REVENUES,#ERROR," CORP - SELLING, GENERAL & ADMINISTRAT", CORP - DEPRECIATION/DEPLETION/AMORT, CORP - AMORTIZATION OF INTANGIBLES, CORP - AMORTIZATION OF DEFERRED CHARG, CORP - OPERATING INCOME, CORP - INTEREST EXPENSE ON DEBT,#ERROR, CORP - RESEARCH & DEVELOPMENT, CORP - SALARIES & BENEFITS EXPENSES, CORP - EXTRAORDINARY CREDIT - PRETAX, CORP - EXTRAORDINARY CHARGE - PRETAX, CORP - PRETAX INCOME, CORP - INCOME TAXES,#ERROR, CORP - NET INC BEFORE EXTRA/PFD DIVS, CORP - PREFERRED DIVIDEND REQUIREMENT, CORP - DIVIDENDS PROVIDED/PAID-COMMON, CORP - EARNINGS BEF INTEREST & TAXES, CORP - EBIT & DEPRECIATION, CORP - NET INCOME - BASIC,#ERROR, CORP - EMPLOYEES, CORP - FY1 EPS MEAN EST, CORP - FY2 EPS MEAN EST
951 ,22.39,15514.35,0,19.2,200,NA,5.437,5.245,2.909,0.562,,NA,NA,1.27,1.7,NA,3.3718,NA,NA,NA,0,NA,NA,NA,NA,1.77,,0.3779,15514.35,,34.06,33.89,34.22,33.89,,34.22,226.66,226.66,11025,324.1,10.15,10.05,10.1,10.05,10.15,10.05,1092.9,34.02,116.19,NA,1194333,1718667,4.09,25379170,1000,,,NA,NA,3.5,0.53,1,33.89,33.89,1543716,1000000,8099.45,84,,2636886,4671715,33896344,4671715,21779801,6959010,,13002896,21477710,12418634,7400000,20402896,-968172,,15437159,0,36725207,5564237,5734579,281826,,0,0,0,5903269,8409919,24735047,,2881155,2081216,44055,2570,2917838,263712,,366037,4178942,295624,1537842,2147060,676116,,1449623,0,223879,2407972,4489188,1449623,,NA,2.56,2.66
952 ,22.28,15437.17,0,19.1,199,NA,5.437,5.217,2.894,0.559,,NA,NA,1.27,1.7,NA,3.3718,NA,NA,NA,0,NA,NA,NA,NA,1.77,,0.3754,15437.17,,33.89,33.72,34.06,33.72,,33.89,225.53,225.53,8315,246.1,10.05,10,10.05,10,10.1,10,829.7,33.8,116.19,NA,1194333,1718667,4.09,25379170,1000,,,NA,NA,3.48,0.52,1,33.72,33.72,1543716,1000000,8116.78,84,,2636886,4671715,33896344,4671715,21779801,6959010,,13002896,21477710,12418634,7400000,20402896,-968172,,15437159,0,36725207,5564237,5734579,281826,,0,0,0,5903269,8409919,24735047,,2881155,2081216,44055,2570,2917838,263712,,366037,4178942,295624,1537842,2147060,676116,,1449623,0,223879,2407972,4489188,1449623,,NA,2.56,2.66
953 ,22.15,15344.54,0,19,197.8,NA,5.437,5.183,2.875,0.555,,NA,NA,1.27,1.7,NA,3.3718,NA,NA,NA,0,NA,NA,NA,NA,1.77,,0.3725,15344.54,,33.55,33.52,33.89,33.45,,33.72,224.18,224.18,13335,396.6,10,9.94,9.95,9.94,10.05,9.92,1337.3,33.62,116.19,NA,1194333,1718667,4.09,25379170,1000,,,NA,NA,3.46,0.52,1,33.52,33.52,1543716,1000000,8187.51,84,,2636886,4671715,33896344,4671715,21779801,6959010,,13002896,21477710,12418634,7400000,20402896,-968172,,15437159,0,36725207,5564237,5734579,281826,,0,0,0,5903269,8409919,24735047,,2881155,2081216,44055,2570,2917838,263712,,366037,4178942,295624,1537842,2147060,676116,,1449623,0,223879,2407972,4489188,1449623,,NA,2.56,2.66
954 ,22.5,15591.54,0,19.3,201,NA,5.437,5.274,2.925,0.565,,NA,NA,1.27,1.7,NA,3.3718,NA,NA,NA,0,NA,NA,NA,NA,1.77,,0.3695,15591.54,,34.06,33.89,34.06,33.41,,33.41,227.78,227.78,14263,421.2,9.91,10.1,10.1,10.05,10.1,9.91,1420.3,33.86,116.19,NA,1194333,1718667,4.09,25379170,1000,,,NA,NA,3.51,0.53,1,34.06,34.06,1543716,1000000,8248.02,84,,2636886,4671715,33896344,4671715,21779801,6959010,,13002896,21477710,12418634,7400000,20402896,-968172,,15437159,0,36725207,5564237,5734579,281826,,0,0,0,5903269,8409919,24735047,,2881155,2081216,44055,2570,2917838,263712,,366037,4178942,295624,1537842,2147060,676116,,1449623,0,223879,2407972,4489188,1449623,,NA,2.56,2.66
955 ,22.39,15514.35,0,19.2,200,NA,5.437,5.245,2.909,0.562,,NA,NA,1.27,1.7,NA,3.3718,NA,NA,NA,0,NA,NA,NA,NA,1.77,,0.3678,15514.35,,34.06,33.89,34.06,33.72,,34.06,226.66,226.66,12948,381.9,10.1,10.05,10.1,10.05,10.1,10,1287.7,33.91,116.19,NA,1194333,1718667,4.09,25379170,1000,,,NA,NA,3.5,0.53,1,33.89,33.89,1543716,1000000,8295.88,84,,2636886,4671715,33896344,4671715,21779801,6959010,,13002896,21477710,12418634,7400000,20402896,-968172,,15437159,0,36725207,5564237,5734579,281826,,0,0,0,5903269,8409919,24735047,,2881155,2081216,44055,2570,2917838,263712,,366037,4178942,295624,1537842,2147060,676116,,1449623,0,223879,2407972,4489188,1449623,,NA,2.56,2.66
956 ,22.73,15745.91,0,19.5,203,NA,5.437,5.331,2.957,0.571,,NA,NA,1.27,1.7,NA,3.3718,NA,NA,NA,0,NA,NA,NA,NA,1.77,,0.3668,15745.91,,34.39,34.22,34.39,33.89,,33.89,230.04,230.04,15574,455.2,10.05,10.2,10.2,10.15,10.2,10.05,1534.9,34.21,116.19,NA,1194333,1718667,4.09,25379170,1000,,,NA,NA,3.55,0.53,1,34.39,34.39,1543716,1000000,8362.43,84,,2636886,4671715,33896344,4671715,21779801,6959010,,13002896,21477710,12418634,7400000,20402896,-968172,,15437159,0,36725207,5564237,5734579,281826,,0,0,0,5903269,8409919,24735047,,2881155,2081216,44055,2570,2917838,263712,,366037,4178942,295624,1537842,2147060,676116,,1449623,0,223879,2407972,4489188,1449623,,NA,2.56,2.66
957 ,22.73,15745.91,0,19.5,203,NA,5.437,5.331,2.957,0.571,,NA,NA,1.27,1.7,NA,3.3718,NA,NA,NA,0,NA,NA,NA,NA,1.77,,0.3657,15745.91,,34.39,34.22,34.56,34.22,,34.22,230.04,230.04,14192,412.5,10.15,10.2,10.2,10.15,10.25,10.15,1390.9,34.41,116.19,NA,1194333,1718667,4.09,25379170,1000,,,NA,NA,3.55,0.53,1,34.39,34.39,1543716,1000000,8406.83,84,,2636886,4671715,33896344,4671715,21779801,6959010,,13002896,21477710,12418634,7400000,20402896,-968172,,15437159,0,36725207,5564237,5734579,281826,,0,0,0,5903269,8409919,24735047,,2881155,2081216,44055,2570,2917838,263712,,366037,4178942,295624,1537842,2147060,676116,,1449623,0,223879,2407972,4489188,1449623,,NA,2.56,2.66
958 ,22.84,15823.09,0,19.6,203.9,NA,5.437,5.359,2.972,0.574,,NA,NA,1.27,1.7,NA,3.3718,NA,NA,NA,0,NA,NA,NA,NA,1.77,,0.3646,15823.09,,34.56,34.39,34.73,34.22,,34.39,231.17,231.17,21065,608.5,10.2,10.25,10.25,10.2,10.3,10.15,2051.8,34.62,116.19,NA,1194333,1718667,4.09,25379170,1000,,,NA,NA,3.57,0.54,1,34.56,34.56,1543716,1000000,8414.61,84,,2636886,4671715,33896344,4671715,21779801,6959010,,13002896,21477710,12418634,7400000,20402896,-968172,,15437159,0,36725207,5564237,5734579,281826,,0,0,0,5903269,8409919,24735047,,2881155,2081216,44055,2570,2917838,263712,,366037,4178942,295624,1537842,2147060,676116,,1449623,0,223879,2407972,4489188,1449623,,NA,2.56,2.66
959 ,22.95,15900.28,0,19.7,204.9,NA,5.437,5.387,2.988,0.577,,NA,NA,1.27,1.7,NA,3.3718,NA,NA,NA,0,NA,NA,NA,NA,1.77,,0.3626,15900.28,,34.9,34.73,34.9,34.39,,34.56,232.29,232.29,27144,780.8,10.25,10.3,10.35,10.3,10.35,10.2,2632.7,34.77,116.19,NA,1194333,1718667,4.09,25379170,1000,,,NA,NA,3.58,0.54,1,34.73,34.73,1543716,1000000,8392.55,84,,2636886,4671715,33896344,4671715,21779801,6959010,,13002896,21477710,12418634,7400000,20402896,-968172,,15437159,0,36725207,5564237,5734579,281826,,0,0,0,5903269,8409919,24735047,,2881155,2081216,44055,2570,2917838,263712,,366037,4178942,295624,1537842,2147060,676116,,1449623,0,223879,2407972,4489188,1449623,,NA,2.56,2.66
960 ,23.39,16209.02,0,20,208.9,NA,5.437,5.501,3.051,0.589,,NA,NA,1.27,1.7,NA,3.3718,NA,NA,NA,0,NA,NA,NA,NA,1.77,,0.3605,16209.02,,35.57,35.4,35.4,34.56,,34.56,236.8,236.8,41750,1186.1,10.25,10.5,10.55,10.5,10.5,10.25,3999.3,35.2,116.19,NA,1194333,1718667,4.09,25379170,1000,,,NA,NA,3.65,0.55,1,35.4,35.4,1543716,1000000,8418,84,,2636886,4671715,33896344,4671715,21779801,6959010,,13002896,21477710,12418634,7400000,20402896,-968172,,15437159,0,36725207,5564237,5734579,281826,,0,0,0,5903269,8409919,24735047,,2881155,2081216,44055,2570,2917838,263712,,366037,4178942,295624,1537842,2147060,676116,,1449623,0,223879,2407972,4489188,1449623,,NA,2.56,2.66
961 ,23.39,16209.02,0,20,208.9,NA,5.437,5.501,3.051,0.589,,NA,NA,1.27,1.7,NA,3.3718,NA,NA,NA,0,NA,NA,NA,NA,1.77,,0.358,16209.02,,35.4,35.24,35.57,35.07,,35.24,236.8,236.8,25845,731.2,10.45,10.5,10.5,10.45,10.55,10.4,2465.4,35.35,116.19,NA,1194333,1718667,4.09,25379170,1000,,,NA,NA,3.65,0.55,1,35.4,35.4,1543716,1000000,8375.54,84,,2636886,4671715,33896344,4671715,21779801,6959010,,13002896,21477710,12418634,7400000,20402896,-968172,,15437159,0,36725207,5564237,5734579,281826,,0,0,0,5903269,8409919,24735047,,2881155,2081216,44055,2570,2917838,263712,,366037,4178942,295624,1537842,2147060,676116,,1449623,0,223879,2407972,4489188,1449623,,NA,2.56,2.66
962 ,23.39,16209.02,0,20,208.9,NA,5.437,5.501,3.051,0.589,,NA,NA,1.27,1.7,NA,3.3718,NA,NA,NA,0,NA,NA,NA,NA,1.77,,0.356,16209.02,,35.57,35.4,35.57,35.07,,35.4,236.8,236.8,21980,622.5,10.5,10.5,10.55,10.5,10.55,10.4,2098.9,35.31,116.19,NA,1194333,1718667,4.09,25379170,1000,,,NA,NA,3.65,0.55,1,35.4,35.4,1543716,1000000,8367.72,84,,2636886,4671715,33896344,4671715,21779801,6959010,,13002896,21477710,12418634,7400000,20402896,-968172,,15437159,0,36725207,5564237,5734579,281826,,0,0,0,5903269,8409919,24735047,,2881155,2081216,44055,2570,2917838,263712,,366037,4178942,295624,1537842,2147060,676116,,1449623,0,223879,2407972,4489188,1449623,,NA,2.56,2.66
963 ,23.28,16131.84,0,20,207.9,NA,5.437,5.473,3.035,0.586,,NA,NA,1.27,1.7,NA,3.3718,NA,NA,NA,0,NA,NA,NA,NA,1.77,,0.3548,16131.84,,35.4,35.24,35.91,35.24,,35.91,235.68,235.68,17305,485.8,10.65,10.45,10.5,10.45,10.65,10.45,1638,35.63,116.19,NA,1194333,1718667,4.09,25379170,1000,,,NA,NA,3.64,0.55,1,35.24,35.24,1543716,1000000,8444.62,84,,2636886,4671715,33896344,4671715,21779801,6959010,,13002896,21477710,12418634,7400000,20402896,-968172,,15437159,0,36725207,5564237,5734579,281826,,0,0,0,5903269,8409919,24735047,,2881155,2081216,44055,2570,2917838,263712,,366037,4178942,295624,1537842,2147060,676116,,1449623,0,223879,2407972,4489188,1449623,,NA,2.56,2.66
964 ,23.39,16209.02,0,20,208.9,NA,5.437,5.501,3.051,0.589,,NA,NA,1.27,1.7,NA,3.3718,NA,NA,NA,0,NA,NA,NA,NA,1.77,,0.3533,16209.02,,35.4,35.24,35.4,35.07,,35.24,236.8,236.8,13706,388.5,10.45,10.5,10.5,10.45,10.5,10.4,1309.9,35.28,116.19,NA,1194333,1718667,4.09,25379170,1000,,,NA,NA,3.65,0.55,1,35.4,35.4,1543716,1000000,8443.39,84,,2636886,4671715,33896344,4671715,21779801,6959010,,13002896,21477710,12418634,7400000,20402896,-968172,,15437159,0,36725207,5564237,5734579,281826,,0,0,0,5903269,8409919,24735047,,2881155,2081216,44055,2570,2917838,263712,,366037,4178942,295624,1537842,2147060,676116,,1449623,0,223879,2407972,4489188,1449623,,NA,2.56,2.66
965 ,23.39,16209.02,0,20,208.9,NA,5.437,5.501,3.051,0.589,,NA,NA,1.27,1.7,NA,3.3718,NA,NA,NA,0,NA,NA,NA,NA,1.77,,0.3528,16209.02,,35.57,35.4,35.57,35.07,,35.24,236.8,236.8,23436,664,10.45,10.5,10.55,10.5,10.55,10.4,2238.8,35.3,116.19,NA,1194333,1718667,4.09,25379170,1000,,,NA,NA,3.65,0.55,1,35.4,35.4,1543716,1000000,8433.77,84,,2636886,4671715,33896344,4671715,21779801,6959010,,13002896,21477710,12418634,7400000,20402896,-968172,,15437159,0,36725207,5564237,5734579,281826,,0,0,0,5903269,8409919,24735047,,2881155,2081216,44055,2570,2917838,263712,,366037,4178942,295624,1537842,2147060,676116,,1449623,0,223879,2407972,4489188,1449623,,NA,2.56,2.66
966 ,23.39,16209.02,0,20,208.9,NA,5.437,5.501,3.051,0.589,,NA,NA,1.27,1.7,NA,3.3718,NA,NA,NA,0,NA,NA,NA,NA,1.77,,0.3527,16209.02,,35.4,35.24,35.4,35.07,,35.07,236.8,236.8,23619,670.1,10.4,10.5,10.5,10.45,10.5,10.4,2259.6,35.24,116.19,NA,1194333,1718667,4.09,25379170,1000,,,NA,NA,3.65,0.55,1,35.4,35.4,1543716,1000000,8361.33,84,,2636886,4671715,33896344,4671715,21779801,6959010,,13002896,21477710,12418634,7400000,20402896,-968172,,15437159,0,36725207,5564237,5734579,281826,,0,0,0,5903269,8409919,24735047,,2881155,2081216,44055,2570,2917838,263712,,366037,4178942,295624,1537842,2147060,676116,,1449623,0,223879,2407972,4489188,1449623,,NA,2.56,2.66
967 ,23.39,16209.02,0,20,208.9,NA,5.437,5.501,3.051,0.589,,NA,NA,1.27,1.7,NA,3.3718,NA,NA,NA,0,NA,NA,NA,NA,1.77,,0.3525,16209.02,,35.4,35.24,35.4,35.24,,35.24,236.8,236.8,14891,421.8,10.45,10.5,10.5,10.45,10.5,10.45,1422.1,35.31,116.19,NA,1194333,1718667,4.09,25379170,1000,,,NA,NA,3.65,0.55,1,35.4,35.4,1543716,1000000,8376.94,84,,2636886,4671715,33896344,4671715,21779801,6959010,,13002896,21477710,12418634,7400000,20402896,-968172,,15437159,0,36725207,5564237,5734579,281826,,0,0,0,5903269,8409919,24735047,,2881155,2081216,44055,2570,2917838,263712,,366037,4178942,295624,1537842,2147060,676116,,1449623,0,223879,2407972,4489188,1449623,,NA,2.56,2.66
968 ,23.28,16131.84,0,20,207.9,NA,5.437,5.473,3.035,0.586,,NA,NA,1.27,1.7,NA,3.3718,NA,NA,NA,0,NA,NA,NA,NA,1.77,,0.3525,16131.84,,35.4,35.24,35.24,34.9,,35.24,235.68,235.68,30551,870.1,10.45,10.45,10.5,10.45,10.45,10.35,2933.9,35.11,116.19,NA,1194333,1718667,4.09,25379170,1000,,,NA,NA,3.64,0.55,1,35.24,35.24,1543716,1000000,8313.87,84,,2636886,4671715,33896344,4671715,21779801,6959010,,13002896,21477710,12418634,7400000,20402896,-968172,,15437159,0,36725207,5564237,5734579,281826,,0,0,0,5903269,8409919,24735047,,2881155,2081216,44055,2570,2917838,263712,,366037,4178942,295624,1537842,2147060,676116,,1449623,0,223879,2407972,4489188,1449623,,NA,2.56,2.66
969 ,23.62,16363.39,0,20.2,210.9,NA,5.437,5.558,3.083,0.595,,NA,NA,1.27,1.7,NA,3.3718,NA,NA,NA,0,NA,NA,NA,NA,1.77,,0.3525,16363.39,,35.74,35.57,35.74,35.07,,35.24,239.06,239.06,52926,1492.7,10.45,10.6,10.6,10.55,10.6,10.4,5033,35.46,116.19,NA,1194333,1718667,4.09,25379170,1000,,,NA,NA,3.69,0.55,1,35.74,35.74,1543716,1000000,8352.93,84,,2636886,4671715,33896344,4671715,21779801,6959010,,13002896,21477710,12418634,7400000,20402896,-968172,,15437159,0,36725207,5564237,5734579,281826,,0,0,0,5903269,8409919,24735047,,2881155,2081216,44055,2570,2917838,263712,,366037,4178942,295624,1537842,2147060,676116,,1449623,0,223879,2407972,4489188,1449623,,NA,2.56,2.66
970 ,23.62,16363.39,0,20.2,210.9,NA,5.437,5.558,3.083,0.595,,NA,NA,1.27,1.7,NA,3.3718,NA,NA,NA,0,NA,NA,NA,NA,1.77,,0.3523,16363.39,,35.74,35.57,35.91,35.4,,35.74,239.06,239.06,38673,1083.1,10.6,10.6,10.6,10.55,10.65,10.5,3652,35.71,116.19,NA,1194333,1718667,4.09,25379170,1000,,,NA,NA,3.69,0.55,1,35.74,35.74,1543716,1000000,8349.04,84,,2636886,4671715,33896344,4671715,21779801,6959010,,13002896,21477710,12418634,7400000,20402896,-968172,,15437159,0,36725207,5564237,5734579,281826,,0,0,0,5903269,8409919,24735047,,2881155,2081216,44055,2570,2917838,263712,,366037,4178942,295624,1537842,2147060,676116,,1449623,0,223879,2407972,4489188,1449623,,NA,2.56,2.66
971 ,23.73,16440.58,0,20.3,211.9,2.831,8.914,4.873,3.304,0.595,,NA,NA,0.77,1.02,0.312,3.3718,NA,NA,NA,0,NA,NA,NA,NA,1.77,,0.3519,16440.58,,35.91,35.74,35.91,35.57,,35.74,240.19,240.19,16332,456.1,10.6,10.65,10.65,10.6,10.65,10.55,1538,35.81,115.01,NA,1462500,2123000,4.46,25521010,1000,,,NA,NA,3.7,0.56,1,35.91,35.91,1543716,1000000,8407.4,84,,2636886,4671715,33896344,4671715,21779801,6959010,,13002896,21477710,12418634,7400000,20402896,-968172,,15437159,0,36725207,5564237,5734579,281826,,0,0,0,5903269,8409919,24735047,,2881155,2081216,44055,2570,2917838,263712,,366037,4178942,295624,1537842,2147060,676116,,1449623,0,223879,2407972,4489188,1449623,,NA,4.02,4.66
972 ,23.51,16286.21,0,20.1,209.9,2.831,8.914,4.823,3.271,0.589,,NA,NA,0.77,1.02,0.309,3.3718,NA,NA,NA,0,NA,NA,NA,NA,1.77,,0.3512,16286.21,,35.91,35.57,36.08,35.57,,35.91,237.93,237.93,29161,813,10.65,10.55,10.65,10.55,10.7,10.55,2741.4,35.87,115.01,NA,1462500,2123000,4.46,25521010,1000,,,NA,NA,3.67,0.55,1,35.57,35.57,1543716,1000000,8408.53,84,,2636886,4671715,33896344,4671715,21779801,6959010,,13002896,21477710,12418634,7400000,20402896,-968172,,15437159,0,36725207,5564237,5734579,281826,,0,0,0,5903269,8409919,24735047,,2881155,2081216,44055,2570,2917838,263712,,366037,4178942,295624,1537842,2147060,676116,,1449623,0,223879,2407972,4489188,1449623,,NA,4.02,4.66
973 ,23.73,16440.58,0,20.3,211.9,2.831,8.914,4.873,3.304,0.595,,NA,NA,0.77,1.02,0.312,3.3718,NA,NA,NA,0,NA,NA,NA,NA,1.77,,0.351,16440.58,,35.91,35.74,35.91,35.57,,35.57,240.19,240.19,12593,352,10.55,10.65,10.65,10.6,10.65,10.55,1186.9,35.78,115.01,NA,1462500,2123000,4.46,25521010,1000,,,NA,NA,3.7,0.56,1,35.91,35.91,1543716,1000000,8456.46,84,,2636886,4671715,33896344,4671715,21779801,6959010,,13002896,21477710,12418634,7400000,20402896,-968172,,15437159,0,36725207,5564237,5734579,281826,,0,0,0,5903269,8409919,24735047,,2881155,2081216,44055,2570,2917838,263712,,366037,4178942,295624,1537842,2147060,676116,,1449623,0,223879,2407972,4489188,1449623,,NA,4.02,4.66
974 ,23.62,16363.39,0,20.2,210.9,2.831,8.914,4.848,3.287,0.592,,NA,NA,0.77,1.02,0.311,3.3718,NA,NA,NA,0,NA,NA,NA,NA,1.77,,0.3508,16363.39,,35.91,35.74,35.91,35.74,,35.91,239.06,239.06,6997,195.5,10.65,10.6,10.65,10.6,10.65,10.6,659.3,35.8,115.01,NA,1462500,2123000,4.46,25521010,1000,,,NA,NA,3.69,0.55,1,35.74,35.74,1543716,1000000,8450.49,84,,2636886,4671715,33896344,4671715,21779801,6959010,,13002896,21477710,12418634,7400000,20402896,-968172,,15437159,0,36725207,5564237,5734579,281826,,0,0,0,5903269,8409919,24735047,,2881155,2081216,44055,2570,2917838,263712,,366037,4178942,295624,1537842,2147060,676116,,1449623,0,223879,2407972,4489188,1449623,,NA,4.02,4.66
975 ,23.39,16209.02,0,20,208.9,2.831,8.914,4.798,3.254,0.586,,NA,NA,0.77,1.02,0.308,3.3718,NA,NA,NA,0,NA,NA,NA,NA,1.77,,0.3501,16209.02,,35.57,35.4,35.74,35.4,,35.74,236.8,236.8,9411,264.6,10.6,10.5,10.55,10.5,10.6,10.5,892.2,35.58,115.01,NA,1462500,2123000,4.46,25521010,1000,,,NA,NA,3.65,0.55,1,35.4,35.4,1543716,1000000,8467.76,84,,2636886,4671715,33896344,4671715,21779801,6959010,,13002896,21477710,12418634,7400000,20402896,-968172,,15437159,0,36725207,5564237,5734579,281826,,0,0,0,5903269,8409919,24735047,,2881155,2081216,44055,2570,2917838,263712,,366037,4178942,295624,1537842,2147060,676116,,1449623,0,223879,2407972,4489188,1449623,,NA,4.02,4.66
976 ,23.62,16363.39,0,20.2,210.9,2.831,8.914,4.848,3.287,0.592,,NA,NA,0.77,1.02,0.311,3.3718,NA,NA,NA,0,NA,NA,NA,NA,1.77,,0.3496,16363.39,,35.91,35.74,35.91,35.24,,35.4,239.06,239.06,20805,585.3,10.5,10.6,10.65,10.6,10.65,10.45,1973.5,35.55,115.01,NA,1462500,2123000,4.46,25521010,1000,,,NA,NA,3.69,0.55,1,35.74,35.74,1543716,1000000,8485.89,84,,2636886,4671715,33896344,4671715,21779801,6959010,,13002896,21477710,12418634,7400000,20402896,-968172,,15437159,0,36725207,5564237,5734579,281826,,0,0,0,5903269,8409919,24735047,,2881155,2081216,44055,2570,2917838,263712,,366037,4178942,295624,1537842,2147060,676116,,1449623,0,223879,2407972,4489188,1449623,,NA,4.02,4.66
977 ,23.62,16363.39,0,20.2,210.9,2.831,8.914,4.848,3.287,0.592,,NA,NA,0.77,1.02,0.311,3.3718,NA,NA,NA,0,NA,NA,NA,NA,1.77,,0.3494,16363.39,,35.91,35.74,35.91,35.57,,35.57,239.06,239.06,11885,332.1,10.55,10.6,10.65,10.6,10.65,10.55,1119.7,35.8,115.01,NA,1462500,2123000,4.46,25521010,1000,,,NA,NA,3.69,0.55,1,35.74,35.74,1543716,1000000,8535.04,84,,2636886,4671715,33896344,4671715,21779801,6959010,,13002896,21477710,12418634,7400000,20402896,-968172,,15437159,0,36725207,5564237,5734579,281826,,0,0,0,5903269,8409919,24735047,,2881155,2081216,44055,2570,2917838,263712,,366037,4178942,295624,1537842,2147060,676116,,1449623,0,223879,2407972,4489188,1449623,,NA,4.02,4.66
978 ,23.84,16517.77,0,20.4,212.9,2.831,8.914,4.898,3.321,0.598,,NA,NA,0.77,1.02,0.314,3.3718,NA,NA,NA,0,NA,NA,NA,NA,1.77,,0.3494,16517.77,,36.08,35.91,36.08,35.74,,35.74,241.32,241.32,10837,301.8,10.6,10.7,10.7,10.65,10.7,10.6,1017.5,35.91,115.01,NA,1462500,2123000,4.46,25521010,1000,,,NA,NA,3.72,0.56,1,36.08,36.08,1543716,1000000,8623.43,84,,2636886,4671715,33896344,4671715,21779801,6959010,,13002896,21477710,12418634,7400000,20402896,-968172,,15437159,0,36725207,5564237,5734579,281826,,0,0,0,5903269,8409919,24735047,,2881155,2081216,44055,2570,2917838,263712,,366037,4178942,295624,1537842,2147060,676116,,1449623,0,223879,2407972,4489188,1449623,,NA,4.02,4.66
979 ,23.95,16594.95,0,20.5,213.9,2.831,8.914,4.922,3.338,0.601,,NA,NA,0.77,1.02,0.315,3.3718,NA,NA,NA,0,NA,NA,NA,NA,1.77,,0.3493,16594.95,,36.25,36.08,36.25,35.91,,36.08,242.44,242.44,14104,390.3,10.7,10.75,10.75,10.7,10.75,10.65,1315.9,36.14,115.01,NA,1462500,2123000,4.46,25521010,1000,,,NA,NA,3.74,0.56,1,36.25,36.25,1543716,1000000,8611.51,84,,2636886,4671715,33896344,4671715,21779801,6959010,,13002896,21477710,12418634,7400000,20402896,-968172,,15437159,0,36725207,5564237,5734579,281826,,0,0,0,5903269,8409919,24735047,,2881155,2081216,44055,2570,2917838,263712,,366037,4178942,295624,1537842,2147060,676116,,1449623,0,223879,2407972,4489188,1449623,,NA,4.02,4.66
