,, - MARKET VALUE, - DIVIDEND YIELD, - PER, - PRICE INDEX, - 12M FWD DIVIDEND YIELD (%), - 12 MONTH FORWARD EARN. YIELD, - CURRENT EV / 12M FWD EBIT, - CURRENT EV / 12M FWD EBITDA, - CURRENT EV / 12M FWD SALES, - 12M FWD FREE CASH FLOW YLD (%), - 12M FWD NET DEBT / EBITDA, - 12M FWD NET DEBT / EV, - 12M FWD PE vs MARKET, - 12M FWD PE vs SECTOR, - 12M FWD PRICE/BOOK, - ADJUSTMENTFACTOR, - ADJUST COEFFICIENT, - DIV PAY DATE, - EX-DIVID DATE, - DIV.PER SHR., - DIV RATE UNADJUST, - DIVIDEND TAX IND, - DIVIDEND TYPE, - DIV RATE UNADJUST, - EARNINGS PER SHR,#ERROR, - HISTORICAL VOLATILITY 5 YEARS, - MARKET VAL BY CO.,#ERROR, - ASK PRICE, - BID PRICE, - PRICE HIGH, - PRICE LOW,#ERROR, - OPENING PRICE, - RETURN IND AS PAID, - TOT RETURN IND, - TURNOVER BY VALUE, - TURNOVER BY VOLUME, - UNADJ. PRICE OPEN, - UNADJUSTED PRICE, - UNADJ. ASK PRICE, - UNADJ. BID PRICE, - UNADJ. PRICE HIGH, - UNADJ. PRICE LOW, - UNADJ. VOLUME, - VOL WGHTD AV PRICE, - BK VAL PS 12M FWD, - EV 12M FWD, - NET INCOME 12M FWD, - PRETAX PRF 12M FWD, - ROE 12M FWD, - SALES 12M FWD, -  - TURNOVER BY VOLUME,#ERROR,#ERROR, - PRICE/EBG2 RATIO, - PRICE/EBG1 RATIO, - P/CSH FLOW RATIO, - PRICE TO BOOK VAL, - , -  (#S), -  (#T), - NUMBER OF SHARES, -  - MARKET VALUE, - PRICE INDEX, - FREE FLOAT NOSH,#ERROR, - TOTAL INTANGIBLE OT ASSETS-NET, - TOTAL INVENTORIES, - CURRENT ASSETS - TOTAL, - TOTAL INVENTORIES, - CASH & SHORT TERM INVESTMENTS, CORP - RECEIVABLES(NET),#ERROR, CORP - SHORT TERM DEBT & CURRENT PORT, CORP - CURRENT LIABILITIES-TOTAL, CORP - WORKING CAPITAL, CORP - LONG TERM DEBT, CORP - TOTAL DEBT, CORP - DEFERRED TAXES,#ERROR, CORP - COMMON STOCK, CORP - PREFERRED STOCK, CORP - TOTAL CAPITAL, CORP - FUNDS FROM OPERATIONS, CORP - NET CASH FLOW-OPERATING ACTIVS, CORP - AMORTIZATION-INTANGIBLE ASSETS,#ERROR, CORP - COMMON DIVIDENDS (CASH), CORP - CASH DIVIDENDS PAID - TOTAL, CORP - NET PROCEEDS FROM SALE/ISSUE C, CORP - NET CASH FLOW - FINANCING, CORP - INCREASE/DECREASE IN CASH/SHOR, CORP - NET SALES OR REVENUES,#ERROR," CORP - SELLING, GENERAL & ADMINISTRAT", CORP - DEPRECIATION/DEPLETION/AMORT, CORP - AMORTIZATION OF INTANGIBLES, CORP - AMORTIZATION OF DEFERRED CHARG, CORP - OPERATING INCOME, CORP - INTEREST EXPENSE ON DEBT,#ERROR, CORP - RESEARCH & DEVELOPMENT, CORP - SALARIES & BENEFITS EXPENSES, CORP - EXTRAORDINARY CREDIT - PRETAX, CORP - EXTRAORDINARY CHARGE - PRETAX, CORP - PRETAX INCOME, CORP - INCOME TAXES,#ERROR, CORP - NET INC BEFORE EXTRA/PFD DIVS, CORP - PREFERRED DIVIDEND REQUIREMENT, CORP - DIVIDENDS PROVIDED/PAID-COMMON, CORP - EARNINGS BEF INTEREST & TAXES, CORP - EBIT & DEPRECIATION, CORP - NET INCOME - BASIC,#ERROR, CORP - EMPLOYEES, CORP - FY1 EPS MEAN EST, CORP - FY2 EPS MEAN EST
944 ,6.42,83057.13,0,NA,22.3,0.883,5.733,17.163,2.685,0.468,33.546,1.146,0.487,1.18,1.31,0.479,1,NA,NA,NA,0,NA,NA,NA,NA,0,,0.3921,83057.13,,8.64,8.63,8.88,8.55,,8.76,26.27,26.27,717971.9,82199.1,8.76,8.63,8.64,8.63,8.88,8.55,82199.1,8.73,18.03,173900400,4306848,5341086,3.78,424233700,1000,,,6.8,33.2,1.18,0.51,1,8.63,8.63,9624243,1000000,8195.26,83,,15713137,37597994,169604057,37597994,83161219,43775028,,66220198,180962424,-11358367,118487971,184708169,-13957320,,96242451,0,296833840,68158222,49642444,874233,,0,0,10280650,-26785436,-343403,416363005,,25691546,63627377,874233,0,8292521,5024118,,8530461,34740422,NA,5726676,5236028,982930,,4180376,0,1443637,10018860,73646237,4180376,,NA,0.39,0.61
945 ,6.44,83345.94,0,NA,22.4,0.883,5.733,17.188,2.689,0.469,33.43,1.146,0.487,1.18,1.31,0.48,1,NA,NA,NA,0,NA,NA,NA,NA,0,,0.3906,83345.94,,8.67,8.66,8.78,8.64,,8.65,26.37,26.37,713630.9,82055,8.65,8.66,8.67,8.66,8.78,8.64,82055,8.7,18.03,173900400,4306848,5341086,3.78,424233700,1000,,,6.8,33.3,1.19,0.51,1,8.66,8.66,9624243,1000000,8104.26,83,,15713137,37597994,169604057,37597994,83161219,43775028,,66220198,180962424,-11358367,118487971,184708169,-13957320,,96242451,0,296833840,68158222,49642444,874233,,0,0,10280650,-26785436,-343403,416363005,,25691546,63627377,874233,0,8292521,5024118,,8530461,34740422,NA,5726676,5236028,982930,,4180376,0,1443637,10018860,73646237,4180376,,NA,0.39,0.61
946 ,6.75,87291.81,0,NA,23.4,1.091,1.333,33.34,2.994,0.502,NA,1.234,0.498,5.18,5.6,0.536,1,NA,NA,NA,0,NA,NA,NA,NA,0,,0.3884,87291.81,,9.07,9.06,9.13,8.78,,8.8,27.61,27.61,1561581,173625.3,8.8,9.07,9.07,9.06,9.13,8.78,173625.3,8.99,16.93,167960900,-7116.68,608670.9,1.22,404442900,1000,,,100.8,75.6,1.24,0.53,1,9.07,9.07,9624243,1000000,8134.91,83,,15713137,37597994,169604057,37597994,83161219,43775028,,66220198,180962424,-11358367,118487971,184708169,-13957320,,96242451,0,296833840,68158222,49642444,874233,,0,0,10280650,-26785436,-343403,416363005,,25691546,63627377,874233,0,8292521,5024118,,8530461,34740422,NA,5726676,5236028,982930,,4180376,0,1443637,10018860,73646237,4180376,,NA,0.28,0.1
947 ,6.58,85174.5,0,NA,22.9,1.091,1.333,32.992,2.963,0.496,NA,1.234,0.498,5.18,5.6,0.523,1,NA,NA,NA,0,NA,NA,NA,NA,0,,0.3868,85174.5,,8.86,8.85,9.25,8.81,,9.25,26.94,26.94,912286.9,101541.3,9.25,8.85,8.86,8.85,9.25,8.81,101541.3,8.99,16.93,167960900,-7116.68,608670.9,1.22,404442900,1000,,,98.3,73.7,1.21,0.52,1,8.85,8.85,9624243,1000000,8177.12,83,,15713137,37597994,169604057,37597994,83161219,43775028,,66220198,180962424,-11358367,118487971,184708169,-13957320,,96242451,0,296833840,68158222,49642444,874233,,0,0,10280650,-26785436,-343403,416363005,,25691546,63627377,874233,0,8292521,5024118,,8530461,34740422,NA,5726676,5236028,982930,,4180376,0,1443637,10018860,73646237,4180376,,NA,0.28,0.1
948 ,6.38,82479.75,0,NA,22.1,1.091,1.333,32.549,2.923,0.49,NA,1.234,0.498,5.18,5.6,0.506,1,NA,NA,NA,0,NA,NA,NA,NA,0,,0.3851,82479.75,,8.58,8.57,8.86,8.55,,8.85,26.09,26.09,669549.9,77267.9,8.85,8.57,8.58,8.57,8.86,8.55,77267.9,8.67,16.93,167960900,-7116.68,608670.9,1.22,404442900,1000,,,95.2,71.4,1.18,0.5,1,8.57,8.57,9624243,1000000,8191.46,83,,15713137,37597994,169604057,37597994,83161219,43775028,,66220198,180962424,-11358367,118487971,184708169,-13957320,,96242451,0,296833840,68158222,49642444,874233,,0,0,10280650,-26785436,-343403,416363005,,25691546,63627377,874233,0,8292521,5024118,,8530461,34740422,NA,5726676,5236028,982930,,4180376,0,1443637,10018860,73646237,4180376,,NA,0.28,0.1
949 ,6.28,81228.56,0,NA,21.8,1.091,1.333,32.344,2.905,0.487,NA,1.234,0.498,5.18,5.6,0.499,1,NA,NA,NA,0,NA,NA,NA,NA,0,,0.3832,81228.56,,8.45,8.44,8.69,8.43,,8.57,25.7,25.7,996939.9,117128.1,8.57,8.44,8.45,8.44,8.69,8.43,117128.1,8.51,16.93,167960900,-7116.68,608670.9,1.22,404442900,1000,,,93.8,70.3,1.16,0.49,1,8.44,8.44,9624243,1000000,8260.21,83,,15713137,37597994,169604057,37597994,83161219,43775028,,66220198,180962424,-11358367,118487971,184708169,-13957320,,96242451,0,296833840,68158222,49642444,874233,,0,0,10280650,-26785436,-343403,416363005,,25691546,63627377,874233,0,8292521,5024118,,8530461,34740422,NA,5726676,5236028,982930,,4180376,0,1443637,10018860,73646237,4180376,,NA,0.28,0.1
950 ,6.36,82287.19,0,NA,22.1,1.091,1.333,32.518,2.921,0.489,NA,1.234,0.498,5.18,5.6,0.505,1,NA,NA,NA,0,NA,NA,NA,NA,0,,0.3821,82287.19,,8.56,8.55,8.62,8.44,,8.44,26.03,26.03,546426.9,63845,8.44,8.55,8.56,8.55,8.62,8.44,63845,8.56,16.93,167960900,-7116.68,608670.9,1.22,404442900,1000,,,95,71.2,1.17,0.5,1,8.55,8.55,9624243,1000000,8204.46,83,,15713137,37597994,169604057,37597994,83161219,43775028,,66220198,180962424,-11358367,118487971,184708169,-13957320,,96242451,0,296833840,68158222,49642444,874233,,0,0,10280650,-26785436,-343403,416363005,,25691546,63627377,874233,0,8292521,5024118,,8530461,34740422,NA,5726676,5236028,982930,,4180376,0,1443637,10018860,73646237,4180376,,NA,0.28,0.1
951 ,6.37,82383.5,0,NA,22.1,1.091,1.333,32.534,2.922,0.489,NA,1.234,0.498,5.18,5.6,0.506,1,NA,NA,NA,0,NA,NA,NA,NA,0,,0.3808,82383.5,,8.57,8.56,8.64,8.53,,8.64,26.06,26.06,501718.9,58455.3,8.64,8.56,8.57,8.56,8.64,8.53,58455.3,8.58,16.93,167960900,-7116.68,608670.9,1.22,404442900,1000,,,95.1,71.3,1.17,0.5,1,8.56,8.56,9624243,1000000,8099.45,83,,15713137,37597994,169604057,37597994,83161219,43775028,,66220198,180962424,-11358367,118487971,184708169,-13957320,,96242451,0,296833840,68158222,49642444,874233,,0,0,10280650,-26785436,-343403,416363005,,25691546,63627377,874233,0,8292521,5024118,,8530461,34740422,NA,5726676,5236028,982930,,4180376,0,1443637,10018860,73646237,4180376,,NA,0.28,0.1
952 ,6.32,81806,0,NA,21.9,1.091,1.333,32.439,2.913,0.488,NA,1.234,0.498,5.18,5.6,0.502,1,NA,NA,NA,0,NA,NA,NA,NA,0,,0.3803,81806,,8.51,8.5,8.62,8.5,,8.6,25.88,25.88,278923.9,32674.3,8.6,8.5,8.51,8.5,8.62,8.5,32674.3,8.54,16.93,167960900,-7116.68,608670.9,1.22,404442900,1000,,,94.4,70.8,1.17,0.5,1,8.5,8.5,9624243,1000000,8116.78,83,,15713137,37597994,169604057,37597994,83161219,43775028,,66220198,180962424,-11358367,118487971,184708169,-13957320,,96242451,0,296833840,68158222,49642444,874233,,0,0,10280650,-26785436,-343403,416363005,,25691546,63627377,874233,0,8292521,5024118,,8530461,34740422,NA,5726676,5236028,982930,,4180376,0,1443637,10018860,73646237,4180376,,NA,0.28,0.1
953 ,6.5,84019.56,0,NA,22.5,1.091,1.333,32.802,2.946,0.494,NA,1.234,0.498,5.18,5.6,0.516,1,NA,NA,NA,0,NA,NA,NA,NA,0,,0.3797,84019.56,,8.74,8.73,8.83,8.55,,8.58,26.58,26.58,530587.9,60914.2,8.58,8.73,8.74,8.73,8.83,8.55,60914.2,8.71,16.93,167960900,-7116.68,608670.9,1.22,404442900,1000,,,97,72.7,1.2,0.51,1,8.73,8.73,9624243,1000000,8187.51,83,,15713137,37597994,169604057,37597994,83161219,43775028,,66220198,180962424,-11358367,118487971,184708169,-13957320,,96242451,0,296833840,68158222,49642444,874233,,0,0,10280650,-26785436,-343403,416363005,,25691546,63627377,874233,0,8292521,5024118,,8530461,34740422,NA,5726676,5236028,982930,,4180376,0,1443637,10018860,73646237,4180376,,NA,0.28,0.1
954 ,6.81,88061.75,0,NA,23.6,1.091,1.333,33.467,3.006,0.504,NA,1.234,0.498,5.18,5.6,0.541,1,NA,NA,NA,0,NA,NA,NA,NA,0,,0.3795,88061.75,,9.15,9.14,9.19,8.9,,8.9,27.86,27.86,1187386,130679.7,8.9,9.15,9.15,9.14,9.19,8.9,130679.7,9.09,16.93,167960900,-7116.68,608670.9,1.22,404442900,1000,,,101.7,76.2,1.26,0.54,1,9.15,9.15,9624243,1000000,8248.02,83,,15713137,37597994,169604057,37597994,83161219,43775028,,66220198,180962424,-11358367,118487971,184708169,-13957320,,96242451,0,296833840,68158222,49642444,874233,,0,0,10280650,-26785436,-343403,416363005,,25691546,63627377,874233,0,8292521,5024118,,8530461,34740422,NA,5726676,5236028,982930,,4180376,0,1443637,10018860,73646237,4180376,,NA,0.28,0.1
955 ,6.73,87099.38,0,NA,23.4,1.091,1.333,33.309,2.992,0.501,NA,1.234,0.498,5.18,5.6,0.535,1,NA,NA,NA,0,NA,NA,NA,NA,0,,0.3793,87099.38,,9.06,9.05,9.3,9.03,,9.25,27.55,27.55,807063.9,88307.6,9.25,9.05,9.06,9.05,9.3,9.03,88307.6,9.14,16.93,167960900,-7116.68,608670.9,1.22,404442900,1000,,,100.6,75.4,1.24,0.53,1,9.05,9.05,9624243,1000000,8295.88,83,,15713137,37597994,169604057,37597994,83161219,43775028,,66220198,180962424,-11358367,118487971,184708169,-13957320,,96242451,0,296833840,68158222,49642444,874233,,0,0,10280650,-26785436,-343403,416363005,,25691546,63627377,874233,0,8292521,5024118,,8530461,34740422,NA,5726676,5236028,982930,,4180376,0,1443637,10018860,73646237,4180376,,NA,0.28,0.1
956 ,6.87,88831.75,0,NA,23.8,1.091,1.333,33.593,3.017,0.505,NA,1.234,0.498,5.18,5.6,0.545,1,NA,NA,NA,0,NA,NA,NA,NA,0,,0.3794,88831.75,,9.23,9.22,9.36,9.09,,9.15,28.1,28.1,676732.9,73311.8,9.15,9.23,9.23,9.22,9.36,9.09,73311.8,9.23,16.93,167960900,-7116.68,608670.9,1.22,404442900,1000,,,102.6,76.9,1.27,0.54,1,9.23,9.23,9624243,1000000,8362.43,83,,15713137,37597994,169604057,37597994,83161219,43775028,,66220198,180962424,-11358367,118487971,184708169,-13957320,,96242451,0,296833840,68158222,49642444,874233,,0,0,10280650,-26785436,-343403,416363005,,25691546,63627377,874233,0,8292521,5024118,,8530461,34740422,NA,5726676,5236028,982930,,4180376,0,1443637,10018860,73646237,4180376,,NA,0.28,0.1
957 ,6.87,88831.75,0,NA,23.8,1.091,1.333,33.593,3.017,0.505,NA,1.234,0.498,5.18,5.6,0.545,1,NA,NA,NA,0,NA,NA,NA,NA,0,,0.3793,88831.75,,9.24,9.23,9.44,9.23,,9.3,28.1,28.1,740835.9,79504.3,9.3,9.23,9.24,9.23,9.44,9.23,79504.3,9.32,16.93,167960900,-7116.68,608670.9,1.22,404442900,1000,,,102.6,76.9,1.27,0.54,1,9.23,9.23,9624243,1000000,8406.83,83,,15713137,37597994,169604057,37597994,83161219,43775028,,66220198,180962424,-11358367,118487971,184708169,-13957320,,96242451,0,296833840,68158222,49642444,874233,,0,0,10280650,-26785436,-343403,416363005,,25691546,63627377,874233,0,8292521,5024118,,8530461,34740422,NA,5726676,5236028,982930,,4180376,0,1443637,10018860,73646237,4180376,,NA,0.28,0.1
958 ,6.83,88350.5,0,NA,23.7,1.091,1.333,33.514,3.01,0.504,NA,1.234,0.498,5.18,5.6,0.542,1,NA,NA,NA,0,NA,NA,NA,NA,0,,0.3792,88350.5,,9.19,9.18,9.38,9.18,,9.35,27.95,27.95,505375.9,54609.9,9.35,9.18,9.19,9.18,9.38,9.18,54609.9,9.25,16.93,167960900,-7116.68,608670.9,1.22,404442900,1000,,,102,76.5,1.26,0.54,1,9.18,9.18,9624243,1000000,8414.61,83,,15713137,37597994,169604057,37597994,83161219,43775028,,66220198,180962424,-11358367,118487971,184708169,-13957320,,96242451,0,296833840,68158222,49642444,874233,,0,0,10280650,-26785436,-343403,416363005,,25691546,63627377,874233,0,8292521,5024118,,8530461,34740422,NA,5726676,5236028,982930,,4180376,0,1443637,10018860,73646237,4180376,,NA,0.28,0.1
959 ,6.85,88639.19,0,NA,23.8,1.091,1.333,33.562,3.014,0.505,NA,1.234,0.498,5.18,5.6,0.544,1,NA,NA,NA,0,NA,NA,NA,NA,0,,0.3787,88639.19,,9.22,9.21,9.28,9.18,,9.2,28.04,28.04,335020.9,36284.4,9.2,9.21,9.22,9.21,9.28,9.18,36284.4,9.23,16.93,167960900,-7116.68,608670.9,1.22,404442900,1000,,,102.3,76.7,1.26,0.54,1,9.21,9.21,9624243,1000000,8392.55,83,,15713137,37597994,169604057,37597994,83161219,43775028,,66220198,180962424,-11358367,118487971,184708169,-13957320,,96242451,0,296833840,68158222,49642444,874233,,0,0,10280650,-26785436,-343403,416363005,,25691546,63627377,874233,0,8292521,5024118,,8530461,34740422,NA,5726676,5236028,982930,,4180376,0,1443637,10018860,73646237,4180376,,NA,0.28,0.1
960 ,6.7,86618.13,0,NA,23.2,1.091,1.333,33.229,2.984,0.5,NA,1.234,0.498,5.18,5.6,0.532,1,NA,NA,NA,0,NA,NA,NA,NA,0,,0.3782,86618.13,,9.01,9,9.22,9,,9.21,27.4,27.4,798754.9,88138.6,9.21,9,9.01,9,9.22,9,88138.6,9.06,16.93,167960900,-7116.68,608670.9,1.22,404442900,1000,,,100,75,1.23,0.53,1,9,9,9624243,1000000,8418,83,,15713137,37597994,169604057,37597994,83161219,43775028,,66220198,180962424,-11358367,118487971,184708169,-13957320,,96242451,0,296833840,68158222,49642444,874233,,0,0,10280650,-26785436,-343403,416363005,,25691546,63627377,874233,0,8292521,5024118,,8530461,34740422,NA,5726676,5236028,982930,,4180376,0,1443637,10018860,73646237,4180376,,NA,0.28,0.1
961 ,6.72,86906.88,0,NA,23.3,1.091,1.333,33.277,2.989,0.501,NA,1.234,0.498,5.18,5.6,0.534,1,NA,NA,NA,0,NA,NA,NA,NA,0,,0.3778,86906.88,,9.03,9.02,9.08,8.93,,9.03,27.49,27.49,383137.9,42588.5,9.03,9.03,9.03,9.02,9.08,8.93,42588.5,9,16.93,167960900,-7116.68,608670.9,1.22,404442900,1000,,,100.3,75.2,1.24,0.53,1,9.03,9.03,9624243,1000000,8375.54,83,,15713137,37597994,169604057,37597994,83161219,43775028,,66220198,180962424,-11358367,118487971,184708169,-13957320,,96242451,0,296833840,68158222,49642444,874233,,0,0,10280650,-26785436,-343403,416363005,,25691546,63627377,874233,0,8292521,5024118,,8530461,34740422,NA,5726676,5236028,982930,,4180376,0,1443637,10018860,73646237,4180376,,NA,0.28,0.1
962 ,6.75,87291.81,0,NA,23.4,1.091,1.333,33.34,2.994,0.502,NA,1.234,0.498,5.18,5.6,0.536,1,NA,NA,NA,0,NA,NA,NA,NA,0,,0.3777,87291.81,,9.07,9.06,9.15,9.03,,9.06,27.61,27.61,340491.9,37452.9,9.06,9.07,9.07,9.06,9.15,9.03,37452.9,9.09,16.93,167960900,-7116.68,608670.9,1.22,404442900,1000,,,100.8,75.6,1.24,0.53,1,9.07,9.07,9624243,1000000,8367.72,83,,15713137,37597994,169604057,37597994,83161219,43775028,,66220198,180962424,-11358367,118487971,184708169,-13957320,,96242451,0,296833840,68158222,49642444,874233,,0,0,10280650,-26785436,-343403,416363005,,25691546,63627377,874233,0,8292521,5024118,,8530461,34740422,NA,5726676,5236028,982930,,4180376,0,1443637,10018860,73646237,4180376,,NA,0.28,0.1
963 ,6.79,87869.31,0,NA,23.6,1.091,1.333,33.435,3.003,0.503,NA,1.234,0.498,5.18,5.6,0.539,1,NA,NA,NA,0,NA,NA,NA,NA,0,,0.3777,87869.31,,9.13,9.12,9.24,9.11,,9.24,27.8,27.8,327537.9,35793.9,9.24,9.13,9.13,9.12,9.24,9.11,35793.9,9.15,16.93,167960900,-7116.68,608670.9,1.22,404442900,1000,,,101.4,76.1,1.25,0.53,1,9.13,9.13,9624243,1000000,8444.62,83,,15713137,37597994,169604057,37597994,83161219,43775028,,66220198,180962424,-11358367,118487971,184708169,-13957320,,96242451,0,296833840,68158222,49642444,874233,,0,0,10280650,-26785436,-343403,416363005,,25691546,63627377,874233,0,8292521,5024118,,8530461,34740422,NA,5726676,5236028,982930,,4180376,0,1443637,10018860,73646237,4180376,,NA,0.28,0.1
964 ,6.8,87965.56,0,NA,23.6,1.091,1.333,33.451,3.004,0.503,NA,1.234,0.498,5.18,5.6,0.54,1,NA,NA,NA,0,NA,NA,NA,NA,0,,0.3777,87965.56,,9.15,9.14,9.22,9.13,,9.15,27.83,27.83,243108.9,26546.8,9.15,9.14,9.15,9.14,9.22,9.13,26546.8,9.16,16.93,167960900,-7116.68,608670.9,1.22,404442900,1000,,,101.6,76.2,1.25,0.54,1,9.14,9.14,9624243,1000000,8443.39,83,,15713137,37597994,169604057,37597994,83161219,43775028,,66220198,180962424,-11358367,118487971,184708169,-13957320,,96242451,0,296833840,68158222,49642444,874233,,0,0,10280650,-26785436,-343403,416363005,,25691546,63627377,874233,0,8292521,5024118,,8530461,34740422,NA,5726676,5236028,982930,,4180376,0,1443637,10018860,73646237,4180376,,NA,0.28,0.1
965 ,6.7,86714.38,0,NA,23.3,1.091,1.333,33.245,2.986,0.5,NA,1.234,0.498,5.18,5.6,0.532,1,NA,NA,NA,0,NA,NA,NA,NA,0,,0.3777,86714.38,,9.02,9.01,9.22,9.01,,9.21,27.43,27.43,340080.9,37496.2,9.21,9.01,9.02,9.01,9.22,9.01,37496.2,9.07,16.93,167960900,-7116.68,608670.9,1.22,404442900,1000,,,100.1,75.1,1.24,0.53,1,9.01,9.01,9624243,1000000,8433.77,83,,15713137,37597994,169604057,37597994,83161219,43775028,,66220198,180962424,-11358367,118487971,184708169,-13957320,,96242451,0,296833840,68158222,49642444,874233,,0,0,10280650,-26785436,-343403,416363005,,25691546,63627377,874233,0,8292521,5024118,,8530461,34740422,NA,5726676,5236028,982930,,4180376,0,1443637,10018860,73646237,4180376,,NA,0.28,0.1
966 ,6.7,86714.38,0,NA,23.3,1.091,1.333,33.245,2.986,0.5,NA,1.234,0.498,5.18,5.6,0.532,1,NA,NA,NA,0,NA,NA,NA,NA,0,,0.3776,86714.38,,9.03,9.01,9.08,8.96,,9,27.43,27.43,145807.9,16160,9,9.01,9.03,9.01,9.08,8.96,16160,9.02,16.93,167960900,-7116.68,608670.9,1.22,404442900,1000,,,100.1,75.1,1.24,0.53,1,9.01,9.01,9624243,1000000,8361.33,83,,15713137,37597994,169604057,37597994,83161219,43775028,,66220198,180962424,-11358367,118487971,184708169,-13957320,,96242451,0,296833840,68158222,49642444,874233,,0,0,10280650,-26785436,-343403,416363005,,25691546,63627377,874233,0,8292521,5024118,,8530461,34740422,NA,5726676,5236028,982930,,4180376,0,1443637,10018860,73646237,4180376,,NA,0.28,0.1
967 ,6.79,87773,0,NA,23.6,1.091,1.333,33.419,3.002,0.503,NA,1.234,0.498,5.18,5.6,0.539,1,NA,NA,NA,0,NA,NA,NA,NA,0,,0.3773,87773,,9.12,9.1,9.12,9.01,,9.03,27.77,27.77,198332.9,21860.6,9.03,9.12,9.12,9.1,9.12,9.01,21860.6,9.07,16.93,167960900,-7116.68,608670.9,1.22,404442900,1000,,,101.3,76,1.25,0.53,1,9.12,9.12,9624243,1000000,8376.94,83,,15713137,37597994,169604057,37597994,83161219,43775028,,66220198,180962424,-11358367,118487971,184708169,-13957320,,96242451,0,296833840,68158222,49642444,874233,,0,0,10280650,-26785436,-343403,416363005,,25691546,63627377,874233,0,8292521,5024118,,8530461,34740422,NA,5726676,5236028,982930,,4180376,0,1443637,10018860,73646237,4180376,,NA,0.28,0.1
968 ,6.71,86810.63,0,NA,23.3,1.091,1.333,33.261,2.987,0.5,NA,1.234,0.498,5.18,5.6,0.533,1,NA,NA,NA,0,NA,NA,NA,NA,0,,0.377,86810.63,,9.03,9.02,9.17,9.02,,9.12,27.46,27.46,186640.9,20578.8,9.12,9.02,9.03,9.02,9.17,9.02,20578.8,9.07,16.93,167960900,-7116.68,608670.9,1.22,404442900,1000,,,100.2,75.2,1.24,0.53,1,9.02,9.02,9624243,1000000,8313.87,83,,15713137,37597994,169604057,37597994,83161219,43775028,,66220198,180962424,-11358367,118487971,184708169,-13957320,,96242451,0,296833840,68158222,49642444,874233,,0,0,10280650,-26785436,-343403,416363005,,25691546,63627377,874233,0,8292521,5024118,,8530461,34740422,NA,5726676,5236028,982930,,4180376,0,1443637,10018860,73646237,4180376,,NA,0.28,0.1
969 ,6.67,86233.13,0,NA,23.1,1.091,1.333,33.166,2.979,0.499,NA,1.234,0.498,5.18,5.6,0.529,1,NA,NA,NA,0,NA,NA,NA,NA,0,,0.3763,86233.13,,8.97,8.96,9.1,8.96,,9.05,27.28,27.28,255058.9,28288.8,9.05,8.96,8.97,8.96,9.1,8.96,28288.8,9.02,16.93,167960900,-7116.68,608670.9,1.22,404442900,1000,,,99.6,74.7,1.23,0.52,1,8.96,8.96,9624243,1000000,8352.93,83,,15713137,37597994,169604057,37597994,83161219,43775028,,66220198,180962424,-11358367,118487971,184708169,-13957320,,96242451,0,296833840,68158222,49642444,874233,,0,0,10280650,-26785436,-343403,416363005,,25691546,63627377,874233,0,8292521,5024118,,8530461,34740422,NA,5726676,5236028,982930,,4180376,0,1443637,10018860,73646237,4180376,,NA,0.28,0.1
970 ,6.68,86425.63,0,NA,23.2,1.091,1.333,33.198,2.982,0.499,NA,1.234,0.498,5.18,5.6,0.531,1,NA,NA,NA,0,NA,NA,NA,NA,0,,0.3754,86425.63,,8.99,8.98,9.08,8.97,,9,27.34,27.34,181781.9,20188.4,9,8.98,8.99,8.98,9.08,8.97,20188.4,9,16.93,167960900,-7116.68,608670.9,1.22,404442900,1000,,,99.8,74.8,1.23,0.53,1,8.98,8.98,9624243,1000000,8349.04,83,,15713137,37597994,169604057,37597994,83161219,43775028,,66220198,180962424,-11358367,118487971,184708169,-13957320,,96242451,0,296833840,68158222,49642444,874233,,0,0,10280650,-26785436,-343403,416363005,,25691546,63627377,874233,0,8292521,5024118,,8530461,34740422,NA,5726676,5236028,982930,,4180376,0,1443637,10018860,73646237,4180376,,NA,0.28,0.1
971 ,6.67,86233.13,0,NA,23.1,1.228,1.228,27.616,3.035,0.506,NA,1.233,0.513,5.58,6.06,0.526,1,NA,NA,NA,0,NA,NA,NA,NA,0,,0.3748,86233.13,,8.97,8.96,9.09,8.96,,9.08,27.28,27.28,174113.9,19356,9.08,8.96,8.97,8.96,9.09,8.96,19356,9,17.03,159980800,321429.9,787689.9,1.3,398678500,1000,,,99.6,74.7,1.23,0.52,1,8.96,8.96,9624243,1000000,8407.4,83,,15713137,37597994,169604057,37597994,83161219,43775028,,66220198,180962424,-11358367,118487971,184708169,-13957320,,96242451,0,296833840,68158222,49642444,874233,,0,0,10280650,-26785436,-343403,416363005,,25691546,63627377,874233,0,8292521,5024118,,8530461,34740422,NA,5726676,5236028,982930,,4180376,0,1443637,10018860,73646237,4180376,,NA,0.3,0.11
